ImageId,Label
1,1
2,4
3,9
4,2
5,9
6,0
7,1
8,6
9,0
10,2
11,9
12,0
13,4
14,1
15,2
16,5
17,2
18,4
19,5
20,3
21,8
22,5
23,1
24,6
25,0
26,2
27,1
28,9
29,1
30,7
31,1
32,4
33,8
34,8
35,8
36,7
37,8
38,2
39,1
40,6
41,0
42,6
43,7
44,1
45,3
46,3
47,9
48,8
49,4
50,5
51,1
52,6
53,9
54,9
55,9
56,6
57,7
58,8
59,6
60,3
61,7
62,3
63,3
64,3
65,8
66,1
67,3
68,5
69,9
70,5
71,4
72,9
73,5
74,7
75,5
76,9
77,2
78,4
79,7
80,6
81,4
82,3
83,1
84,2
85,5
86,2
87,4
88,2
89,0
90,3
91,5
92,7
93,4
94,1
95,8
96,0
97,8
98,4
99,8
100,7
101,1
102,6
103,5
104,1
105,7
106,1
107,3
108,3
109,1
110,5
111,2
112,1
113,2
114,6
115,8
116,2
117,8
118,6
119,8
120,1
121,0
122,7
123,2
124,7
125,4
126,7
127,4
128,0
129,0
130,9
131,9
132,9
133,1
134,8
135,3
136,9
137,0
138,8
139,9
140,7
141,1
142,3
143,5
144,6
145,0
146,4
147,9
148,9
149,3
150,8
151,9
152,7
153,4
154,1
155,1
156,6
157,1
158,9
159,0
160,0
161,0
162,1
163,5
164,7
165,3
166,7
167,2
168,5
169,8
170,2
171,2
172,1
173,7
174,0
175,9
176,1
177,6
178,8
179,7
180,1
181,7
182,2
183,0
184,4
185,5
186,6
187,0
188,6
189,9
190,3
191,9
192,4
193,4
194,0
195,3
196,8
197,7
198,7
199,7
200,4
201,6
202,1
203,8
204,1
205,7
206,1
207,6
208,9
209,1
210,9
211,2
212,4
213,6
214,5
215,8
216,6
217,7
218,9
219,5
220,9
221,0
222,7
223,4
224,7
225,9
226,9
227,5
228,6
229,8
230,3
231,2
232,7
233,5
234,0
235,8
236,3
237,0
238,7
239,3
240,1
241,2
242,9
243,8
244,6
245,0
246,0
247,5
248,6
249,8
250,6
251,7
252,5
253,7
254,9
255,7
256,6
257,0
258,5
259,2
260,7
261,7
262,0
263,0
264,9
265,5
266,5
267,5
268,2
269,6
270,8
271,8
272,0
273,1
274,1
275,9
276,5
277,2
278,1
279,2
280,6
281,6
282,5
283,3
284,9
285,9
286,8
287,7
288,8
289,7
290,9
291,7
292,7
293,2
294,3
295,9
296,3
297,8
298,4
299,2
300,2
301,3
302,8
303,6
304,2
305,1
306,4
307,4
308,1
309,5
310,7
311,8
312,2
313,9
314,8
315,1
316,2
317,1
318,4
319,4
320,0
321,1
322,4
323,9
324,0
325,7
326,8
327,2
328,3
329,0
330,9
331,6
332,6
333,1
334,2
335,1
336,2
337,5
338,3
339,3
340,5
341,4
342,1
343,8
344,9
345,0
346,1
347,9
348,7
349,6
350,6
351,3
352,0
353,0
354,8
355,1
356,5
357,2
358,6
359,7
360,9
361,3
362,2
363,2
364,3
365,6
366,0
367,5
368,6
369,1
370,2
371,8
372,2
373,5
374,6
375,6
376,3
377,8
378,8
379,4
380,8
381,7
382,4
383,4
384,6
385,8
386,6
387,1
388,6
389,5
390,0
391,8
392,1
393,4
394,2
395,8
396,6
397,4
398,5
399,3
400,5
401,7
402,5
403,1
404,8
405,7
406,8
407,2
408,4
409,4
410,0
411,1
412,5
413,0
414,1
415,8
416,8
417,5
418,8
419,6
420,5
421,4
422,7
423,1
424,1
425,0
426,8
427,5
428,6
429,7
430,1
431,2
432,3
433,7
434,5
435,0
436,7
437,0
438,2
439,5
440,1
441,8
442,7
443,8
444,0
445,0
446,5
447,7
448,7
449,5
450,2
451,4
452,7
453,9
454,9
455,3
456,4
457,0
458,3
459,1
460,4
461,0
462,6
463,7
464,6
465,7
466,3
467,2
468,6
469,9
470,9
471,1
472,8
473,5
474,7
475,1
476,5
477,0
478,2
479,6
480,9
481,5
482,5
483,9
484,0
485,9
486,9
487,5
488,6
489,1
490,1
491,6
492,5
493,4
494,0
495,0
496,0
497,3
498,7
499,5
500,8
501,0
502,5
503,2
504,2
505,4
506,5
507,3
508,5
509,9
510,6
511,7
512,8
513,2
514,4
515,2
516,3
517,4
518,4
519,1
520,5
521,0
522,4
523,9
524,1
525,1
526,5
527,3
528,7
529,2
530,7
531,2
532,8
533,7
534,8
535,3
536,2
537,8
538,7
539,6
540,2
541,7
542,7
543,5
544,0
545,0
546,1
547,8
548,5
549,4
550,4
551,0
552,3
553,6
554,2
555,8
556,6
557,2
558,4
559,4
560,9
561,4
562,9
563,8
564,5
565,1
566,0
567,6
568,7
569,1
570,5
571,9
572,8
573,6
574,3
575,1
576,7
577,5
578,8
579,4
580,7
581,9
582,1
583,9
584,5
585,9
586,8
587,2
588,9
589,0
590,1
591,6
592,1
593,0
594,1
595,4
596,1
597,8
598,9
599,6
600,3
601,3
602,9
603,1
604,7
605,5
606,9
607,4
608,5
609,0
610,9
611,7
612,6
613,4
614,4
615,6
616,2
617,6
618,6
619,5
620,6
621,2
622,7
623,0
624,4
625,7
626,5
627,1
628,8
629,3
630,9
631,1
632,2
633,3
634,1
635,0
636,5
637,5
638,9
639,4
640,9
641,7
642,0
643,8
644,1
645,0
646,4
647,6
648,1
649,0
650,9
651,4
652,4
653,4
654,6
655,4
656,9
657,1
658,4
659,1
660,6
661,0
662,8
663,4
664,6
665,4
666,8
667,2
668,1
669,1
670,6
671,3
672,3
673,5
674,3
675,1
676,9
677,8
678,7
679,8
680,6
681,9
682,2
683,3
684,5
685,9
686,3
687,6
688,8
689,1
690,5
691,3
692,0
693,2
694,0
695,7
696,5
697,8
698,6
699,0
700,1
701,2
702,6
703,8
704,9
705,7
706,7
707,7
708,4
709,6
710,2
711,9
712,2
713,7
714,9
715,3
716,4
717,7
718,7
719,6
720,1
721,3
722,1
723,3
724,1
725,5
726,3
727,2
728,1
729,1
730,8
731,6
732,6
733,5
734,5
735,3
736,6
737,2
738,9
739,0
740,7
741,0
742,2
743,8
744,6
745,4
746,0
747,3
748,9
749,6
750,4
751,4
752,5
753,7
754,7
755,8
756,7
757,2
758,3
759,1
760,1
761,8
762,4
763,8
764,2
765,3
766,7
767,8
768,4
769,6
770,0
771,6
772,5
773,4
774,0
775,8
776,5
777,5
778,1
779,8
780,0
781,1
782,1
783,9
784,6
785,7
786,0
787,2
788,2
789,7
790,2
791,7
792,8
793,3
794,9
795,8
796,9
797,0
798,6
799,6
800,0
801,3
802,7
803,6
804,0
805,6
806,0
807,7
808,3
809,5
810,4
811,2
812,2
813,4
814,1
815,0
816,6
817,2
818,7
819,6
820,8
821,4
822,2
823,1
824,4
825,5
826,1
827,0
828,1
829,2
830,2
831,8
832,9
833,5
834,0
835,1
836,9
837,9
838,0
839,1
840,9
841,0
842,4
843,5
844,3
845,6
846,5
847,9
848,1
849,7
850,1
851,4
852,6
853,7
854,0
855,6
856,5
857,1
858,8
859,8
860,5
861,3
862,5
863,6
864,0
865,7
866,7
867,3
868,2
869,0
870,2
871,7
872,3
873,8
874,2
875,3
876,3
877,9
878,1
879,5
880,0
881,0
882,9
883,0
884,4
885,7
886,3
887,3
888,4
889,1
890,7
891,0
892,0
893,1
894,6
895,5
896,0
897,0
898,8
899,3
900,7
901,9
902,7
903,1
904,8
905,6
906,6
907,1
908,2
909,8
910,2
911,6
912,8
913,3
914,3
915,8
916,6
917,5
918,1
919,7
920,1
921,6
922,5
923,7
924,2
925,4
926,3
927,8
928,1
929,0
930,0
931,6
932,7
933,9
934,7
935,4
936,8
937,6
938,1
939,8
940,7
941,7
942,6
943,2
944,1
945,0
946,6
947,5
948,1
949,1
950,1
951,8
952,5
953,5
954,5
955,5
956,4
957,2
958,8
959,8
960,8
961,1
962,3
963,0
964,0
965,7
966,2
967,6
968,5
969,0
970,1
971,3
972,9
973,3
974,8
975,2
976,6
977,4
978,0
979,2
980,1
981,4
982,6
983,9
984,7
985,9
986,9
987,1
988,4
989,1
990,7
991,7
992,1
993,4
994,6
995,2
996,7
997,1
998,4
999,1
1000,2
1001,3
1002,6
1003,6
1004,0
1005,0
1006,1
1007,3
1008,7
1009,1
1010,8
1011,0
1012,4
1013,7
1014,3
1015,5
1016,9
1017,2
1018,6
1019,6
1020,9
1021,5
1022,2
1023,9
1024,2
1025,6
1026,3
1027,9
1028,1
1029,9
1030,6
1031,1
1032,7
1033,2
1034,0
1035,5
1036,8
1037,1
1038,4
1039,7
1040,4
1041,5
1042,8
1043,0
1044,0
1045,3
1046,7
1047,1
1048,1
1049,3
1050,5
1051,9
1052,4
1053,2
1054,6
1055,9
1056,8
1057,6
1058,9
1059,6
1060,0
1061,8
1062,5
1063,9
1064,9
1065,4
1066,5
1067,1
1068,2
1069,4
1070,9
1071,6
1072,0
1073,3
1074,3
1075,0
1076,5
1077,2
1078,1
1079,9
1080,9
1081,8
1082,4
1083,1
1084,6
1085,7
1086,0
1087,1
1088,1
1089,9
1090,9
1091,7
1092,0
1093,4
1094,4
1095,9
1096,2
1097,1
1098,8
1099,0
1100,0
1101,2
1102,8
1103,5
1104,2
1105,5
1106,9
1107,7
1108,1
1109,8
1110,9
1111,9
1112,4
1113,3
1114,3
1115,7
1116,5
1117,9
1118,4
1119,0
1120,6
1121,3
1122,1
1123,4
1124,5
1125,4
1126,7
1127,5
1128,8
1129,1
1130,0
1131,7
1132,6
1133,3
1134,3
1135,1
1136,9
1137,6
1138,6
1139,3
1140,1
1141,4
1142,1
1143,9
1144,6
1145,9
1146,6
1147,6
1148,1
1149,4
1150,4
1151,2
1152,5
1153,6
1154,3
1155,0
1156,6
1157,7
1158,7
1159,8
1160,2
1161,3
1162,7
1163,0
1164,1
1165,2
1166,8
1167,7
1168,3
1169,7
1170,9
1171,4
1172,4
1173,4
1174,7
1175,2
1176,2
1177,4
1178,5
1179,5
1180,8
1181,2
1182,1
1183,9
1184,6
1185,6
1186,4
1187,4
1188,1
1189,1
1190,9
1191,2
1192,6
1193,3
1194,6
1195,7
1196,6
1197,8
1198,0
1199,4
1200,7
1201,8
1202,0
1203,3
1204,8
1205,9
1206,0
1207,9
1208,0
1209,1
1210,4
1211,7
1212,0
1213,0
1214,1
1215,0
1216,3
1217,2
1218,1
1219,2
1220,9
1221,1
1222,4
1223,5
1224,5
1225,3
1226,5
1227,1
1228,0
1229,1
1230,3
1231,9
1232,1
1233,9
1234,6
1235,0
1236,7
1237,3
1238,3
1239,9
1240,4
1241,0
1242,5
1243,4
1244,1
1245,7
1246,1
1247,6
1248,3
1249,7
1250,2
1251,3
1252,1
1253,5
1254,9
1255,3
1256,3
1257,9
1258,9
1259,8
1260,2
1261,3
1262,7
1263,7
1264,2
1265,9
1266,9
1267,3
1268,4
1269,2
1270,7
1271,1
1272,4
1273,5
1274,0
1275,4
1276,4
1277,3
1278,4
1279,0
1280,5
1281,2
1282,6
1283,5
1284,2
1285,6
1286,7
1287,5
1288,9
1289,6
1290,5
1291,3
1292,0
1293,8
1294,4
1295,1
1296,5
1297,8
1298,5
1299,9
1300,2
1301,2
1302,4
1303,1
1304,2
1305,8
1306,9
1307,1
1308,4
1309,1
1310,1
1311,4
1312,6
1313,0
1314,5
1315,2
1316,7
1317,2
1318,7
1319,2
1320,6
1321,9
1322,9
1323,6
1324,6
1325,7
1326,3
1327,9
1328,1
1329,8
1330,3
1331,7
1332,7
1333,2
1334,5
1335,5
1336,9
1337,7
1338,6
1339,1
1340,8
1341,5
1342,6
1343,9
1344,3
1345,7
1346,5
1347,4
1348,0
1349,1
1350,1
1351,6
1352,0
1353,8
1354,7
1355,5
1356,1
1357,4
1358,2
1359,6
1360,2
1361,4
1362,0
1363,8
1364,8
1365,6
1366,0
1367,4
1368,4
1369,0
1370,9
1371,7
1372,1
1373,7
1374,7
1375,4
1376,6
1377,1
1378,7
1379,2
1380,4
1381,7
1382,3
1383,0
1384,0
1385,1
1386,2
1387,1
1388,1
1389,9
1390,4
1391,7
1392,7
1393,7
1394,0
1395,2
1396,4
1397,7
1398,2
1399,0
1400,4
1401,9
1402,7
1403,8
1404,8
1405,0
1406,3
1407,0
1408,9
1409,6
1410,6
1411,1
1412,0
1413,7
1414,9
1415,3
1416,7
1417,3
1418,4
1419,5
1420,9
1421,4
1422,7
1423,4
1424,2
1425,3
1426,4
1427,4
1428,0
1429,0
1430,3
1431,7
1432,6
1433,5
1434,9
1435,3
1436,1
1437,6
1438,8
1439,4
1440,5
1441,1
1442,9
1443,2
1444,3
1445,0
1446,7
1447,0
1448,6
1449,5
1450,7
1451,6
1452,4
1453,1
1454,6
1455,0
1456,5
1457,0
1458,0
1459,1
1460,8
1461,0
1462,4
1463,2
1464,0
1465,8
1466,4
1467,5
1468,0
1469,8
1470,4
1471,6
1472,1
1473,5
1474,0
1475,1
1476,0
1477,1
1478,5
1479,2
1480,7
1481,9
1482,5
1483,8
1484,9
1485,9
1486,1
1487,9
1488,5
1489,5
1490,2
1491,6
1492,9
1493,7
1494,4
1495,0
1496,6
1497,1
1498,4
1499,7
1500,4
1501,2
1502,3
1503,2
1504,6
1505,7
1506,6
1507,6
1508,1
1509,2
1510,9
1511,1
1512,1
1513,7
1514,4
1515,6
1516,3
1517,8
1518,1
1519,8
1520,7
1521,5
1522,3
1523,0
1524,7
1525,3
1526,1
1527,4
1528,9
1529,8
1530,4
1531,8
1532,5
1533,4
1534,0
1535,8
1536,6
1537,8
1538,7
1539,9
1540,7
1541,5
1542,6
1543,4
1544,8
1545,9
1546,6
1547,1
1548,3
1549,6
1550,7
1551,5
1552,5
1553,2
1554,7
1555,4
1556,4
1557,8
1558,1
1559,8
1560,9
1561,6
1562,8
1563,1
1564,3
1565,2
1566,1
1567,8
1568,7
1569,7
1570,1
1571,6
1572,4
1573,5
1574,1
1575,2
1576,7
1577,7
1578,7
1579,0
1580,7
1581,5
1582,0
1583,5
1584,0
1585,5
1586,6
1587,8
1588,8
1589,3
1590,7
1591,5
1592,9
1593,2
1594,8
1595,1
1596,1
1597,8
1598,3
1599,5
1600,6
1601,5
1602,2
1603,7
1604,5
1605,3
1606,6
1607,3
1608,0
1609,4
1610,1
1611,7
1612,4
1613,6
1614,6
1615,7
1616,3
1617,0
1618,4
1619,8
1620,6
1621,0
1622,3
1623,1
1624,1
1625,5
1626,8
1627,7
1628,0
1629,2
1630,8
1631,1
1632,9
1633,5
1634,6
1635,9
1636,2
1637,5
1638,1
1639,8
1640,9
1641,6
1642,0
1643,0
1644,4
1645,5
1646,0
1647,3
1648,7
1649,9
1650,2
1651,3
1652,9
1653,0
1654,8
1655,7
1656,0
1657,4
1658,7
1659,8
1660,9
1661,1
1662,2
1663,9
1664,2
1665,2
1666,0
1667,8
1668,5
1669,3
1670,2
1671,1
1672,0
1673,2
1674,0
1675,1
1676,0
1677,8
1678,6
1679,9
1680,7
1681,8
1682,6
1683,0
1684,5
1685,6
1686,1
1687,9
1688,9
1689,8
1690,1
1691,9
1692,5
1693,7
1694,2
1695,1
1696,0
1697,5
1698,6
1699,1
1700,9
1701,0
1702,1
1703,9
1704,7
1705,1
1706,6
1707,3
1708,2
1709,2
1710,0
1711,2
1712,3
1713,5
1714,8
1715,7
1716,3
1717,2
1718,2
1719,6
1720,2
1721,0
1722,8
1723,8
1724,0
1725,4
1726,8
1727,0
1728,7
1729,1
1730,6
1731,9
1732,5
1733,5
1734,7
1735,7
1736,3
1737,4
1738,0
1739,8
1740,8
1741,7
1742,6
1743,5
1744,2
1745,8
1746,2
1747,9
1748,1
1749,3
1750,2
1751,2
1752,9
1753,1
1754,0
1755,3
1756,0
1757,8
1758,4
1759,7
1760,5
1761,6
1762,9
1763,2
1764,3
1765,3
1766,5
1767,4
1768,4
1769,0
1770,4
1771,2
1772,2
1773,7
1774,0
1775,9
1776,6
1777,8
1778,8
1779,9
1780,5
1781,8
1782,2
1783,4
1784,4
1785,7
1786,7
1787,5
1788,2
1789,5
1790,4
1791,5
1792,8
1793,6
1794,1
1795,7
1796,5
1797,6
1798,2
1799,9
1800,8
1801,6
1802,8
1803,0
1804,2
1805,1
1806,3
1807,7
1808,7
1809,1
1810,7
1811,8
1812,2
1813,0
1814,6
1815,7
1816,6
1817,6
1818,1
1819,2
1820,7
1821,5
1822,8
1823,4
1824,7
1825,1
1826,8
1827,6
1828,7
1829,5
1830,7
1831,6
1832,3
1833,4
1834,6
1835,3
1836,4
1837,9
1838,1
1839,9
1840,5
1841,1
1842,1
1843,7
1844,1
1845,7
1846,1
1847,3
1848,1
1849,5
1850,4
1851,2
1852,7
1853,6
1854,5
1855,9
1856,2
1857,3
1858,7
1859,4
1860,4
1861,2
1862,9
1863,6
1864,9
1865,9
1866,0
1867,3
1868,5
1869,2
1870,3
1871,5
1872,1
1873,1
1874,8
1875,9
1876,6
1877,9
1878,5
1879,6
1880,7
1881,3
1882,3
1883,0
1884,9
1885,6
1886,3
1887,6
1888,7
1889,6
1890,1
1891,1
1892,5
1893,1
1894,1
1895,3
1896,7
1897,0
1898,0
1899,4
1900,4
1901,3
1902,3
1903,1
1904,7
1905,5
1906,0
1907,9
1908,6
1909,9
1910,0
1911,7
1912,6
1913,9
1914,9
1915,1
1916,1
1917,3
1918,1
1919,6
1920,2
1921,9
1922,9
1923,4
1924,8
1925,6
1926,6
1927,6
1928,8
1929,2
1930,0
1931,5
1932,8
1933,2
1934,9
1935,3
1936,9
1937,3
1938,3
1939,7
1940,8
1941,3
1942,8
1943,0
1944,6
1945,6
1946,3
1947,4
1948,2
1949,6
1950,6
1951,6
1952,1
1953,4
1954,4
1955,1
1956,3
1957,2
1958,3
1959,9
1960,8
1961,8
1962,3
1963,3
1964,8
1965,0
1966,7
1967,3
1968,2
1969,3
1970,2
1971,5
1972,1
1973,6
1974,0
1975,8
1976,5
1977,4
1978,3
1979,5
1980,6
1981,9
1982,1
1983,4
1984,5
1985,7
1986,3
1987,8
1988,6
1989,1
1990,8
1991,0
1992,8
1993,5
1994,1
1995,2
1996,6
1997,0
1998,2
1999,0
2000,1
2001,6
2002,8
2003,1
2004,9
2005,0
2006,0
2007,0
2008,1
2009,6
2010,3
2011,8
2012,4
2013,9
2014,3
2015,4
2016,6
2017,7
2018,2
2019,4
2020,4
2021,1
2022,9
2023,5
2024,7
2025,6
2026,7
2027,7
2028,1
2029,3
2030,3
2031,8
2032,9
2033,7
2034,2
2035,4
2036,1
2037,8
2038,6
2039,2
2040,7
2041,8
2042,3
2043,8
2044,7
2045,2
2046,0
2047,5
2048,3
2049,5
2050,3
2051,8
2052,0
2053,4
2054,3
2055,8
2056,4
2057,2
2058,3
2059,1
2060,9
2061,9
2062,4
2063,1
2064,3
2065,1
2066,2
2067,6
2068,6
2069,4
2070,6
2071,5
2072,1
2073,2
2074,4
2075,1
2076,3
2077,8
2078,3
2079,4
2080,4
2081,5
2082,9
2083,1
2084,4
2085,8
2086,2
2087,8
2088,9
2089,7
2090,9
2091,3
2092,7
2093,0
2094,3
2095,3
2096,1
2097,1
2098,6
2099,2
2100,0
2101,6
2102,2
2103,6
2104,5
2105,5
2106,3
2107,2
2108,7
2109,0
2110,7
2111,1
2112,1
2113,1
2114,9
2115,8
2116,9
2117,2
2118,0
2119,9
2120,7
2121,6
2122,2
2123,0
2124,6
2125,0
2126,2
2127,1
2128,9
2129,4
2130,5
2131,0
2132,1
2133,5
2134,9
2135,2
2136,0
2137,1
2138,2
2139,4
2140,6
2141,2
2142,2
2143,7
2144,7
2145,8
2146,6
2147,0
2148,7
2149,1
2150,6
2151,3
2152,7
2153,3
2154,6
2155,9
2156,6
2157,9
2158,6
2159,0
2160,9
2161,0
2162,2
2163,4
2164,6
2165,5
2166,0
2167,0
2168,2
2169,5
2170,1
2171,2
2172,5
2173,2
2174,2
2175,5
2176,5
2177,1
2178,7
2179,0
2180,2
2181,7
2182,4
2183,4
2184,6
2185,0
2186,2
2187,5
2188,3
2189,0
2190,8
2191,0
2192,9
2193,5
2194,8
2195,0
2196,2
2197,4
2198,6
2199,8
2200,5
2201,0
2202,4
2203,4
2204,3
2205,9
2206,3
2207,6
2208,0
2209,0
2210,2
2211,0
2212,3
2213,8
2214,3
2215,0
2216,2
2217,7
2218,7
2219,5
2220,9
2221,8
2222,5
2223,1
2224,7
2225,3
2226,0
2227,4
2228,4
2229,4
2230,5
2231,1
2232,0
2233,0
2234,4
2235,6
2236,7
2237,6
2238,6
2239,3
2240,2
2241,6
2242,8
2243,2
2244,3
2245,9
2246,5
2247,5
2248,1
2249,2
2250,8
2251,0
2252,3
2253,3
2254,7
2255,9
2256,1
2257,7
2258,1
2259,6
2260,4
2261,7
2262,0
2263,5
2264,8
2265,0
2266,8
2267,5
2268,0
2269,6
2270,3
2271,0
2272,4
2273,7
2274,8
2275,7
2276,5
2277,3
2278,9
2279,8
2280,3
2281,9
2282,5
2283,0
2284,3
2285,7
2286,4
2287,2
2288,5
2289,0
2290,3
2291,2
2292,0
2293,2
2294,3
2295,9
2296,6
2297,7
2298,5
2299,7
2300,0
2301,5
2302,6
2303,7
2304,9
2305,9
2306,3
2307,5
2308,1
2309,2
2310,6
2311,0
2312,7
2313,1
2314,9
2315,9
2316,0
2317,8
2318,1
2319,3
2320,2
2321,1
2322,2
2323,8
2324,7
2325,1
2326,6
2327,3
2328,5
2329,4
2330,8
2331,9
2332,0
2333,9
2334,1
2335,8
2336,7
2337,9
2338,1
2339,6
2340,6
2341,2
2342,4
2343,3
2344,1
2345,8
2346,4
2347,6
2348,8
2349,4
2350,9
2351,1
2352,6
2353,5
2354,2
2355,0
2356,0
2357,3
2358,3
2359,0
2360,0
2361,7
2362,7
2363,1
2364,6
2365,5
2366,6
2367,8
2368,0
2369,1
2370,6
2371,7
2372,9
2373,3
2374,4
2375,3
2376,5
2377,7
2378,4
2379,2
2380,4
2381,5
2382,9
2383,3
2384,5
2385,0
2386,1
2387,5
2388,8
2389,3
2390,4
2391,8
2392,1
2393,0
2394,0
2395,7
2396,1
2397,0
2398,6
2399,6
2400,9
2401,4
2402,6
2403,3
2404,0
2405,7
2406,0
2407,4
2408,7
2409,9
2410,5
2411,7
2412,6
2413,6
2414,9
2415,5
2416,6
2417,9
2418,2
2419,9
2420,7
2421,2
2422,7
2423,2
2424,8
2425,6
2426,4
2427,8
2428,0
2429,6
2430,2
2431,4
2432,9
2433,2
2434,2
2435,2
2436,4
2437,9
2438,3
2439,5
2440,6
2441,1
2442,6
2443,6
2444,1
2445,4
2446,8
2447,0
2448,1
2449,0
2450,8
2451,7
2452,4
2453,1
2454,7
2455,3
2456,0
2457,3
2458,3
2459,4
2460,8
2461,1
2462,0
2463,2
2464,6
2465,5
2466,2
2467,9
2468,4
2469,4
2470,2
2471,6
2472,2
2473,2
2474,3
2475,4
2476,6
2477,8
2478,4
2479,1
2480,9
2481,8
2482,9
2483,9
2484,8
2485,5
2486,1
2487,4
2488,4
2489,9
2490,1
2491,0
2492,1
2493,7
2494,0
2495,7
2496,5
2497,9
2498,6
2499,2
2500,6
2501,0
2502,0
2503,9
2504,9
2505,9
2506,5
2507,8
2508,6
2509,4
2510,3
2511,5
2512,7
2513,0
2514,2
2515,2
2516,7
2517,0
2518,9
2519,4
2520,0
2521,9
2522,8
2523,5
2524,7
2525,9
2526,8
2527,3
2528,4
2529,7
2530,3
2531,3
2532,6
2533,6
2534,9
2535,9
2536,3
2537,9
2538,2
2539,2
2540,1
2541,4
2542,9
2543,6
2544,3
2545,1
2546,3
2547,5
2548,0
2549,8
2550,4
2551,1
2552,2
2553,2
2554,4
2555,1
2556,8
2557,4
2558,7
2559,5
2560,4
2561,1
2562,5
2563,3
2564,3
2565,5
2566,5
2567,3
2568,7
2569,2
2570,6
2571,0
2572,4
2573,1
2574,4
2575,5
2576,2
2577,4
2578,6
2579,8
2580,0
2581,2
2582,3
2583,4
2584,2
2585,2
2586,9
2587,0
2588,1
2589,1
2590,9
2591,7
2592,2
2593,6
