ImageId,Label
1,9
2,6
3,9
4,1
5,1
6,8
7,5
8,0
9,7
10,7
11,1
12,1
13,3
14,8
15,7
16,8
17,3
18,3
19,2
20,6
21,2
22,8
23,1
24,4
25,8
26,5
27,0
28,9
29,6
30,2
31,1
32,9
33,3
34,5
35,8
36,4
37,2
38,2
39,0
40,2
41,4
42,6
43,4
44,4
45,5
46,2
47,9
48,9
49,3
50,9
51,1
52,1
53,0
54,7
55,9
56,4
57,6
58,9
59,5
60,3
61,8
62,1
63,1
64,0
65,2
66,7
67,8
68,7
69,0
70,1
71,9
72,5
73,6
74,0
75,3
76,4
77,5
78,7
79,9
80,2
81,0
82,8
83,8
84,4
85,4
86,6
87,3
88,5
89,5
90,4
91,9
92,9
93,8
94,3
95,3
96,9
97,6
98,7
99,0
100,3
101,6
102,2
103,1
104,3
105,6
106,1
107,9
108,3
109,7
110,2
111,4
112,7
113,5
114,0
115,5
116,8
117,7
118,5
119,2
120,5
121,8
122,5
123,1
124,7
125,2
126,9
127,0
128,2
129,8
130,5
131,7
132,4
133,2
134,8
135,4
136,7
137,3
138,2
139,5
140,6
141,9
142,2
143,8
144,7
145,8
146,1
147,0
148,6
149,4
150,6
151,9
152,0
153,1
154,0
155,2
156,1
157,9
158,5
159,4
160,5
161,3
162,5
163,2
164,3
165,8
166,8
167,1
168,0
169,2
170,0
171,0
172,4
173,5
174,2
175,3
176,6
177,3
178,8
179,1
180,9
181,5
182,3
183,9
184,0
185,6
186,8
187,6
188,1
189,9
190,2
191,7
192,3
193,8
194,3
195,3
196,0
197,1
198,1
199,4
200,8
201,9
202,7
203,7
204,3
205,4
206,0
207,3
208,3
209,6
210,0
211,1
212,2
213,1
214,9
215,4
216,5
217,7
218,7
219,1
220,4
221,5
222,1
223,9
224,2
225,8
226,8
227,2
228,5
229,0
230,6
231,6
232,7
233,2
234,0
235,4
236,5
237,4
238,3
239,2
240,3
241,2
242,5
243,6
244,3
245,9
246,9
247,2
248,7
249,0
250,8
251,1
252,8
253,5
254,3
255,9
256,6
257,7
258,3
259,8
260,9
261,2
262,9
263,6
264,6
265,5
266,8
267,2
268,9
269,9
270,2
271,9
272,4
273,7
274,3
275,8
276,1
277,8
278,5
279,6
280,7
281,6
282,0
283,2
284,4
285,1
286,4
287,3
288,0
289,6
290,2
291,0
292,4
293,9
294,2
295,0
296,2
297,6
298,4
299,5
300,8
301,3
302,3
303,3
304,6
305,2
306,3
307,2
308,7
309,7
310,2
311,0
312,0
313,9
314,2
315,1
316,0
317,5
318,1
319,1
320,6
321,6
322,4
323,0
324,3
325,9
326,2
327,7
328,4
329,1
330,1
331,8
332,0
333,9
334,5
335,9
336,6
337,6
338,5
339,8
340,1
341,6
342,8
343,7
344,5
345,4
346,9
347,4
348,9
349,6
350,7
351,4
352,4
353,0
354,1
355,9
356,9
357,6
358,2
359,9
360,1
361,1
362,0
363,5
364,7
365,7
366,6
367,9
368,5
369,6
370,6
371,1
372,1
373,9
374,3
375,3
376,0
377,5
378,4
379,1
380,4
381,1
382,8
383,5
384,0
385,6
386,5
