ImageId,Label
1,9
2,2
3,9
4,6
5,9
6,1
7,3
8,8
9,6
10,4
11,8
12,1
13,4
14,4
15,9
16,5
17,1
18,6
19,1
20,1
21,6
22,4
23,1
24,0
25,3
26,5
27,1
28,6
29,6
30,0
31,7
32,7
33,5
34,3
35,7
36,0
37,6
38,9
39,2
40,6
41,6
42,4
43,0
44,8
45,1
46,7
47,8
48,8
49,1
50,1
51,0
52,3
53,4
54,5
55,4
56,3
57,6
58,4
59,7
60,5
61,9
62,4
63,3
64,1
65,8
66,0
67,5
68,3
69,2
70,0
71,4
72,5
73,7
74,0
75,6
76,0
77,2
78,8
79,3
80,2
81,5
82,5
83,6
84,3
85,4
86,8
87,1
88,2
89,7
90,3
91,2
92,6
93,7
94,5
95,9
96,2
97,6
98,9
99,7
100,2
101,8
102,8
103,8
104,9
105,3
106,8
107,3
108,6
109,2
110,9
111,3
112,2
113,3
114,3
115,1
116,1
117,8
118,0
119,7
120,7
121,6
122,5
123,4
124,3
125,8
126,4
127,9
128,6
129,9
130,4
131,2
132,2
133,7
134,9
135,2
136,8
137,0
138,6
139,9
140,5
141,4
142,3
143,2
144,0
145,3
146,6
147,2
148,3
149,7
150,3
151,7
152,2
153,4
154,2
155,7
156,3
157,6
158,4
159,1
160,5
161,2
162,0
163,6
164,1
165,5
166,2
167,4
168,8
169,7
170,0
171,7
172,2
173,2
174,0
175,1
176,6
177,5
178,0
179,6
180,4
181,6
182,2
183,8
184,4
185,1
186,2
187,2
188,7
189,0
190,1
191,7
192,0
193,7
194,5
195,1
196,2
197,9
198,2
199,5
200,4
201,6
202,0
203,7
204,6
205,2
206,7
207,9
208,6
209,4
210,3
211,1
212,2
213,3
214,2
215,7
216,5
217,5
218,8
219,9
220,4
221,8
222,1
223,7
224,6
225,7
226,9
227,7
228,2
229,5
230,0
231,6
232,7
233,4
234,7
235,8
236,7
237,0
238,9
239,1
240,4
241,1
242,9
243,8
244,3
245,4
246,5
247,1
248,9
249,3
250,3
251,5
252,6
253,4
254,3
255,4
256,4
257,0
258,5
259,7
260,3
261,0
262,0
263,4
264,9
265,8
266,4
267,5
268,8
269,3
270,6
271,5
272,3
273,4
274,9
275,6
276,3
277,0
278,7
279,6
280,2
281,1
282,6
283,2
284,7
285,3
286,3
287,1
288,9
289,8
290,3
291,4
292,4
293,0
294,0
295,3
296,0
297,1
298,1
299,6
300,7
301,0
302,0
303,8
304,7
305,7
306,5
307,7
308,9
309,2
310,7
311,2
312,9
313,7
314,5
315,0
316,9
317,4
318,6
